X[m],Y[m],Heading [deg],Time,piX,piY,Path_to_Image
0.079,0.483,263.4,16-Jul-2021 15:33:49,6915,4932,G0019623_linear_linear_rectangle.jpg
0.063,0.332,264.5,16-Jul-2021 15:33:50,7066,4948,G0019624_linear_linear_rectangle.jpg
0.049,0.183,264.6,16-Jul-2021 15:33:50,7215,4962,G0019625_linear_linear_rectangle.jpg
0.036,0.042,264.5,16-Jul-2021 15:33:51,7356,4975,G0019626_linear_linear_rectangle.jpg
0.027,-0.081,264.4,16-Jul-2021 15:33:51,7480,4983,G0019627_linear_linear_rectangle.jpg
0.026,-0.104,264.3,16-Jul-2021 15:33:52,7502,4985,G0019628_linear_linear_rectangle.jpg
0.026,-0.104,264.4,16-Jul-2021 15:33:52,7502,4985,G0019629_linear_linear_rectangle.jpg
0.026,-0.104,264.4,16-Jul-2021 15:33:53,7502,4985,G0019630_linear_linear_rectangle.jpg
0.026,-0.103,264.9,16-Jul-2021 15:33:53,7502,4985,G0019631_linear_linear_rectangle.jpg
0.026,-0.104,264.5,16-Jul-2021 15:33:54,7503,4984,G0019632_linear_linear_rectangle.jpg
0.027,-0.104,265.8,16-Jul-2021 15:33:55,7503,4984,G0019633_linear_linear_rectangle.jpg
0.026,-0.105,265.2,16-Jul-2021 15:33:55,7503,4984,G0019634_linear_linear_rectangle.jpg
0.026,-0.104,265.8,16-Jul-2021 15:33:55,7503,4985,G0019635_linear_linear_rectangle.jpg
0.026,-0.104,264.3,16-Jul-2021 15:33:56,7503,4985,G0019636_linear_linear_rectangle.jpg
0.026,-0.104,264.3,16-Jul-2021 15:33:56,7503,4984,G0019637_linear_linear_rectangle.jpg
0.026,-0.104,264.2,16-Jul-2021 15:33:57,7503,4984,G0019638_linear_linear_rectangle.jpg
0.026,-0.104,264.4,16-Jul-2021 15:33:57,7503,4985,G0019639_linear_linear_rectangle.jpg
0.026,-0.105,265.8,16-Jul-2021 15:33:58,7503,4985,G0019640_linear_linear_rectangle.jpg
0.026,-0.104,265.1,16-Jul-2021 15:33:58,7503,4984,G0019641_linear_linear_rectangle.jpg
0.026,-0.105,265.7,16-Jul-2021 15:33:59,7504,4984,G0019642_linear_linear_rectangle.jpg
0.026,-0.104,264.3,16-Jul-2021 15:34:00,7502,4985,G0019643_linear_linear_rectangle.jpg
0.026,-0.105,265.1,16-Jul-2021 15:34:00,7503,4984,G0019644_linear_linear_rectangle.jpg
